lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
5,4962,畑 竜生,A2,0.15,5.8,5.72,29.73,31.67,畑 竜生,52.1,6.66,-0.5,0.03,19.0,3.0,17.0,2.0,4,20260607,01,桐生,2,20260607_01_2,3-1-4,13660
6,4957,竹之内 極,B1,0.17,5.35,4.28,35.83,38.52,竹之内 極,54.2,6.83,-0.5,0.0,19.0,3.0,17.0,2.0,4,20260607,01,桐生,2,20260607_01_2,3-1-4,13660
1,3340,池田 雷太,B1,0.19,4.47,4.28,34.55,42.98,池田 雷太,52.4,6.58,-0.5,0.0,18.0,2.0,17.0,1.0,4,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
2,3388,今垣 光太郎,A1,0.15,6.47,6.36,35.58,39.17,今垣 光太郎,52.0,6.75,-0.5,0.03,18.0,2.0,17.0,1.0,3,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
3,4619,伏田 裕隆,A2,0.16,4.79,4.75,36.28,30.43,伏田 裕隆,52.0,6.74,0.0,0.02,18.0,2.0,17.0,1.0,2,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
4,5183,中野 孝二,B1,0.16,4.77,4.55,41.44,44.92,中野 孝二,54.1,6.76,0.0,0.01,18.0,2.0,17.0,1.0,1,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
5,3787,天野 誠,B1,0.18,3.9,3.88,39.47,23.33,天野 誠,53.0,6.8,-0.5,0.09,18.0,2.0,17.0,1.0,4,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
6,5445,一ノ木 匠,B2,0.0,1.69,0.0,30.84,47.46,一ノ木 匠,52.7,6.68,-0.5,-0.01,18.0,2.0,17.0,1.0,4,20260607,01,桐生,3,20260607_01_3,4-3-2,7230
1,5041,荒牧 凪沙,B1,0.16,4.5,4.9,36.13,32.23,荒牧 凪沙,52.0,6.72,-0.5,0.06,18.0,3.0,17.0,2.0,2,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
2,3800,牧 宏次,B1,0.15,5.57,5.05,37.3,27.5,牧 宏次,52.1,6.71,-0.5,0.18,18.0,3.0,17.0,2.0,4,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
3,4370,山口 達也,A1,0.14,6.25,5.81,43.37,25.83,山口 達也,52.5,6.84,-0.5,0.08,18.0,3.0,17.0,2.0,1,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
4,4506,稗田 聖也,B1,0.14,6.52,5.17,32.73,40.34,稗田 聖也,52.5,6.77,-0.5,0.08,18.0,3.0,17.0,2.0,4,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
5,4411,沢田 昭宏,A2,0.16,5.78,5.06,34.23,39.34,沢田 昭宏,53.1,6.83,0.0,0.29,18.0,3.0,17.0,2.0,3,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
6,3072,西田 靖,B1,0.15,4.16,4.74,37.84,38.14,西田 靖,52.0,6.64,-0.5,0.12,18.0,3.0,17.0,2.0,4,20260607,01,桐生,4,20260607_01_4,3-1-5,4220
1,3564,桑原 啓,B1,0.18,4.53,5.22,27.84,20.59,桑原 啓,52.4,6.77,0.0,-0.04,18.0,2.0,17.0,1.0,4,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
2,5234,塚越 海斗,A2,0.16,6.95,6.63,32.48,35.9,塚越 海斗,52.0,6.59,0.0,0.03,18.0,2.0,17.0,1.0,1,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
3,4120,柘植 政浩,A2,0.18,5.65,6.48,56.12,29.06,柘植 政浩,51.0,6.6,-0.5,0.03,18.0,2.0,17.0,1.0,3,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
4,4358,松本 庸平,B1,0.2,3.68,3.53,38.64,33.61,松本 庸平,52.0,6.67,-0.5,0.13,18.0,2.0,17.0,1.0,2,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
5,5427,港 理樹,B2,0.0,2.6,2.0,29.0,33.61,港 理樹,52.0,6.74,0.0,0.12,18.0,2.0,17.0,1.0,4,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
6,4137,君島 秀三,A1,0.14,6.65,6.13,47.87,29.57,君島 秀三,52.0,6.69,-0.5,0.08,18.0,2.0,17.0,1.0,4,20260607,01,桐生,5,20260607_01_5,2-4-3,9480
1,4771,下寺 秀和,A1,0.15,7.15,6.75,43.88,30.33,下寺 秀和,52.7,6.71,-0.5,-0.02,18.0,3.0,17.0,2.0,1,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
2,4407,鹿島 敏弘,B1,0.18,5.15,5.01,32.52,38.98,鹿島 敏弘,53.3,6.86,0.0,0.11,18.0,3.0,17.0,2.0,4,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
3,5006,久保原 秀人,B1,0.17,3.66,4.85,31.75,29.57,久保原 秀人,53.7,6.94,-0.5,0.05,18.0,3.0,17.0,2.0,4,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
4,5044,渡邉 健,B1,0.14,4.0,3.7,35.71,30.77,渡邉 健,58.0,6.94,-0.5,0.02,18.0,3.0,17.0,2.0,3,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
5,3596,河上 年昭,B1,0.17,3.64,5.02,32.5,39.83,河上 年昭,52.8,6.9,0.0,0.08,18.0,3.0,17.0,2.0,2,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
6,4007,榮田 将彦,B1,0.12,4.52,0.0,39.52,47.11,榮田 将彦,52.0,6.93,0.0,0.11,18.0,3.0,17.0,2.0,4,20260607,01,桐生,6,20260607_01_6,1-5-4,6790
1,4415,下出 卓矢,A2,0.13,6.27,6.34,48.48,26.05,下出 卓矢,54.9,6.74,0.0,0.02,18.0,1.0,17.0,1.0,4,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
2,4872,山下 流心,B1,0.16,4.48,3.72,32.56,26.23,山下 流心,52.0,6.64,-0.5,0.04,18.0,1.0,17.0,1.0,4,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
3,4848,仲谷 颯仁,A1,0.15,7.33,6.67,37.12,30.36,仲谷 颯仁,52.0,6.84,-0.5,-0.01,18.0,1.0,17.0,1.0,4,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
4,3340,池田 雷太,B1,0.19,4.47,4.28,34.55,42.98,池田 雷太,52.4,6.74,-0.5,0.05,18.0,1.0,17.0,1.0,1,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
5,4486,野村 誠,B1,0.17,5.51,5.39,37.25,34.43,野村 誠,52.7,6.77,-0.5,0.03,18.0,1.0,17.0,1.0,2,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
6,4660,宇田川 信一,B2,0.22,4.14,3.52,35.29,36.97,宇田川 信一,52.7,6.78,0.0,0.12,18.0,1.0,17.0,1.0,3,20260607,01,桐生,7,20260607_01_7,4-5-6,77480
1,4331,三好 勇人,A2,0.15,6.05,5.46,41.41,28.21,三好 勇人,54.9,6.6,-0.5,0.08,18.0,1.0,17.0,1.0,1,20260607,01,桐生,8,20260607_01_8,1-5-3,960
2,5259,野田 昇吾,B1,0.15,3.22,2.63,39.22,26.85,野田 昇吾,55.1,6.78,-0.5,0.08,18.0,1.0,17.0,1.0,4,20260607,01,桐生,8,20260607_01_8,1-5-3,960
3,5175,島崎 丈一朗,B2,0.21,5.0,5.0,44.71,33.9,島崎 丈一朗,52.6,6.75,-0.5,0.05,18.0,1.0,17.0,1.0,3,20260607,01,桐生,8,20260607_01_8,1-5-3,960
4,4034,西原 明生,B1,0.18,3.51,4.25,26.26,32.5,西原 明生,53.8,6.8,-0.5,0.06,18.0,1.0,17.0,1.0,4,20260607,01,桐生,8,20260607_01_8,1-5-3,960
5,5092,篠原 晟弥,A2,0.12,6.28,3.56,45.98,21.85,篠原 晟弥,52.0,6.76,0.0,-0.01,18.0,1.0,17.0,1.0,2,20260607,01,桐生,8,20260607_01_8,1-5-3,960
6,4890,石川 諒,B1,0.13,5.89,5.0,29.91,38.66,石川 諒,52.3,6.79,-0.5,0.08,18.0,1.0,17.0,1.0,4,20260607,01,桐生,8,20260607_01_8,1-5-3,960
1,4506,稗田 聖也,B1,0.14,6.52,5.17,32.73,40.34,稗田 聖也,52.5,6.6,-0.5,0.05,18.0,2.0,17.0,1.0,1,20260607,01,桐生,9,20260607_01_9,1-3-2,780
2,4957,竹之内 極,B1,0.17,5.35,4.28,35.83,38.52,竹之内 極,54.2,6.63,-0.5,0.07,18.0,2.0,17.0,1.0,3,20260607,01,桐生,9,20260607_01_9,1-3-2,780
3,4137,君島 秀三,A1,0.14,6.65,6.13,47.87,29.57,君島 秀三,52.0,6.71,-0.5,0.06,18.0,2.0,17.0,1.0,2,20260607,01,桐生,9,20260607_01_9,1-3-2,780
4,3305,小野 信樹,B1,0.17,3.99,4.0,41.59,37.7,小野 信樹,52.4,6.69,-0.5,0.0,18.0,2.0,17.0,1.0,4,20260607,01,桐生,9,20260607_01_9,1-3-2,780
5,3873,別府 昌樹,A2,0.16,2.87,8.33,48.31,29.75,別府 昌樹,54.2,6.77,-0.5,-0.01,18.0,2.0,17.0,1.0,4,20260607,01,桐生,9,20260607_01_9,1-3-2,780
6,4619,伏田 裕隆,A2,0.16,4.79,4.75,36.28,30.43,伏田 裕隆,52.0,6.84,0.0,0.07,18.0,2.0,17.0,1.0,4,20260607,01,桐生,9,20260607_01_9,1-3-2,780
1,3915,繁野谷 圭介,A2,0.17,5.35,6.07,34.19,31.09,繁野谷 圭介,52.1,6.79,-0.5,0.28,17.0,2.0,17.0,1.0,1,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
2,4064,原田 篤志,A1,0.16,6.26,4.82,35.04,29.66,原田 篤志,52.0,6.68,-0.5,0.1,17.0,2.0,17.0,1.0,3,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
3,4271,川崎 公靖,B1,0.16,4.21,4.48,29.2,30.25,川崎 公靖,52.5,6.71,-0.5,0.08,17.0,2.0,17.0,1.0,4,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
4,4411,沢田 昭宏,A2,0.16,5.78,5.06,34.23,39.34,沢田 昭宏,53.1,6.82,0.0,0.11,17.0,2.0,17.0,1.0,4,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
5,4407,鹿島 敏弘,B1,0.18,5.15,5.01,32.52,38.98,鹿島 敏弘,53.3,6.76,0.0,-0.03,17.0,2.0,17.0,1.0,4,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
6,4537,渡邉 和将,A1,0.14,6.89,6.26,44.19,32.2,渡邉 和将,52.0,6.64,-0.5,-0.11,17.0,2.0,17.0,1.0,2,20260607,01,桐生,10,20260607_01_10,1-6-2,2080
1,5234,塚越 海斗,A2,0.16,6.95,6.63,32.48,35.9,塚越 海斗,52.0,6.77,0.0,0.03,17.0,1.0,17.0,1.0,1,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
2,4370,山口 達也,A1,0.14,6.25,5.81,43.37,25.83,山口 達也,52.0,6.81,-0.5,0.06,17.0,1.0,17.0,1.0,4,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
3,5183,中野 孝二,B1,0.16,4.77,4.55,41.44,44.92,中野 孝二,54.0,6.69,0.0,0.06,17.0,1.0,17.0,1.0,4,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
4,4771,下寺 秀和,A1,0.15,7.15,6.75,43.88,30.33,下寺 秀和,52.6,6.91,-0.5,-0.08,17.0,1.0,17.0,1.0,4,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
5,4872,山下 流心,B1,0.16,4.48,3.72,32.56,26.23,山下 流心,52.4,6.82,-0.5,-0.01,17.0,1.0,17.0,1.0,2,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
6,4640,山ノ内 雅人,A2,0.15,6.1,6.05,39.6,35.83,山ノ内 雅人,52.4,6.71,-0.5,-0.01,17.0,1.0,17.0,1.0,3,20260607,01,桐生,11,20260607_01_11,1-5-6,21020
1,4848,仲谷 颯仁,A1,0.15,7.33,6.67,37.12,30.36,仲谷 颯仁,52.0,6.7,-0.5,0.14,17.0,1.0,17.0,1.0,1,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
2,4119,泥谷 一毅,A2,0.17,5.85,6.1,47.17,25.83,泥谷 一毅,52.8,6.72,-0.5,0.06,17.0,1.0,17.0,1.0,3,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
3,3388,今垣 光太郎,A1,0.15,6.47,6.36,35.58,39.17,今垣 光太郎,52.0,6.64,-0.5,0.17,17.0,1.0,17.0,1.0,4,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
4,5041,荒牧 凪沙,B1,0.16,4.5,4.9,36.13,32.23,荒牧 凪沙,52.0,6.68,-0.5,0.11,17.0,1.0,17.0,1.0,4,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
5,4034,西原 明生,B1,0.18,3.51,4.25,26.26,32.5,西原 明生,53.8,6.81,-0.5,-0.08,17.0,1.0,17.0,1.0,4,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
6,4120,柘植 政浩,A2,0.18,5.65,6.48,56.12,29.06,柘植 政浩,51.0,6.73,-0.5,0.09,17.0,1.0,17.0,1.0,2,20260607,01,桐生,12,20260607_01_12,1-6-2,5290
1,5033,藤原 孝斗,B1,0.19,4.16,3.67,44.44,35.29,藤原 孝斗,52.8,6.63,0.0,-0.02,20.0,2.0,19.0,5.0,4,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
2,3973,崎 利仁,B1,0.19,3.88,4.71,35.29,41.18,崎 利仁,52.8,6.54,0.5,0.13,20.0,2.0,19.0,5.0,2,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
3,4211,村田 敦,B1,0.13,3.33,4.31,56.25,8.33,村田 敦,57.9,6.53,0.0,0.06,20.0,2.0,19.0,5.0,1,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
4,3503,堂原 洋史,B1,0.16,3.73,4.91,13.33,21.43,堂原 洋史,52.0,6.62,0.0,-0.03,20.0,2.0,19.0,5.0,4,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
5,4623,中北 将史,B1,0.14,4.67,3.81,42.86,55.56,中北 将史,53.0,6.58,0.0,-0.02,20.0,2.0,19.0,5.0,4,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
6,5122,相馬 翔,B2,0.18,4.61,4.5,12.5,57.14,相馬 翔,56.3,6.5,0.0,0.32,20.0,2.0,19.0,5.0,3,20260607,03,江戸川,1,20260607_03_1,3-2-6,25410
1,4871,菊池 宏志,B1,0.17,4.65,5.61,18.75,41.18,菊池 宏志,52.8,6.55,0.5,-0.04,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
2,3370,坪内 実,B1,0.18,3.78,4.76,62.5,35.71,坪内 実,52.8,6.55,0.5,0.01,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
3,4257,古川 健,B1,0.16,4.25,4.9,61.54,22.22,古川 健,52.0,6.56,0.5,0.07,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
4,3455,谷本 幸司,B1,0.18,5.24,6.15,25.0,9.09,谷本 幸司,51.5,6.77,-0.5,0.12,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
5,3482,金子 猛志,A2,0.16,5.08,5.54,40.0,47.06,金子 猛志,58.5,6.63,0.5,0.08,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
6,3300,川崎 智幸,A1,0.15,6.02,5.9,66.67,42.86,川崎 智幸,53.7,6.71,0.0,0.14,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,2,20260607_03_2,2-6-4,52480
1,5343,小林 礼央,B1,0.19,3.67,4.6,44.44,60.0,小林 礼央,52.0,6.51,0.0,0.18,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
2,3653,品川 賢次,B1,0.18,4.59,5.06,23.53,44.44,品川 賢次,53.4,6.59,0.5,0.36,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
3,3869,井芹 大志,B1,0.17,3.82,4.47,25.0,22.22,井芹 大志,55.1,6.6,0.0,0.21,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
4,4095,福来 剛,A1,0.13,7.13,7.07,44.44,16.67,福来 剛,52.0,6.48,0.5,0.07,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
5,5441,鈴木 雄登,B2,0.0,3.88,0.0,31.25,31.25,鈴木 雄登,49.0,6.57,0.0,0.18,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
6,3711,江本 真治,A2,0.15,6.13,5.56,52.94,12.5,江本 真治,53.1,6.58,1.5,0.34,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,3,20260607_03_3,6-3-4,33020
1,3911,鈴木 猛,A2,0.16,5.4,5.33,42.86,35.29,鈴木 猛,53.7,6.6,0.0,0.16,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
2,4679,植田 太一,A1,0.16,5.64,5.58,50.0,41.18,植田 太一,58.4,6.55,0.0,-0.08,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
3,4449,中嶋 達也,B1,0.16,3.62,0.0,11.76,16.67,中嶋 達也,52.8,6.49,0.5,-0.12,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
4,4656,大崎 翔,B1,0.14,5.4,5.65,45.45,70.0,大崎 翔,54.5,6.48,0.0,0.04,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
5,5419,櫻井 隼,B2,0.22,1.98,2.36,28.57,22.22,櫻井 隼,52.0,6.54,0.0,0.25,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
6,5074,大澤 誠也,B1,0.17,4.46,4.54,40.0,37.5,大澤 誠也,55.0,6.61,0.0,-0.04,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,4,20260607_03_4,1-4-3,3330
1,5304,井田 涼介,B2,0.17,2.11,1.41,22.22,50.0,井田 涼介,58.9,6.6,0.5,0.15,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
2,4232,笠 雅雄,B1,0.2,6.0,4.57,44.44,29.41,笠 雅雄,52.5,6.49,0.0,0.18,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
3,5075,中島 秀治,A2,0.17,5.98,6.36,21.43,22.22,中島 秀治,52.0,6.55,0.0,0.01,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
4,5245,倉富 大誠,B1,0.17,4.74,3.89,53.33,14.29,倉富 大誠,52.0,6.62,0.0,-0.04,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
5,5122,相馬 翔,B2,0.18,4.61,4.5,12.5,57.14,相馬 翔,56.3,6.59,0.0,0.02,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
6,3951,石川 吉鎬,A2,0.18,5.23,6.83,0.0,40.0,石川 吉鎬,56.5,6.64,0.0,0.11,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,5,20260607_03_5,2-4-3,2040
1,4846,佐藤 駿介,B1,0.17,4.32,3.31,44.44,31.25,佐藤 駿介,52.0,6.55,0.0,0.19,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
2,4821,妻鳥 晋也,B1,0.18,5.11,5.86,33.33,33.33,妻鳥 晋也,55.4,6.64,0.0,0.04,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
3,3973,崎 利仁,B1,0.19,3.88,4.71,35.29,41.18,崎 利仁,52.8,6.63,0.5,0.18,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
4,3655,本橋 克洋,A2,0.17,5.29,6.37,62.5,41.18,本橋 克洋,53.4,6.47,0.0,-0.01,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
5,4871,菊池 宏志,B1,0.17,4.65,5.61,18.75,47.37,菊池 宏志,52.8,6.55,1.5,0.03,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
6,4808,松尾 拓,A1,0.16,5.83,6.11,38.89,35.71,松尾 拓,51.5,6.61,1.0,0.06,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,6,20260607_03_6,1-4-3,2040
1,4211,村田 敦,B1,0.13,3.33,4.31,56.25,8.33,村田 敦,57.9,6.57,0.0,0.06,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
2,3455,谷本 幸司,B1,0.18,5.24,6.15,25.0,9.09,谷本 幸司,51.5,6.57,0.0,0.08,20.0,1.0,19.0,5.0,3,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
3,3653,品川 賢次,B1,0.18,4.59,5.06,23.53,44.44,品川 賢次,53.4,,,,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
4,5047,國分 将太郎,B1,0.2,5.63,6.0,22.22,25.0,國分 将太郎,53.9,6.6,0.0,0.12,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
5,3711,江本 真治,A2,0.15,6.13,5.56,52.94,12.5,江本 真治,53.1,6.58,1.5,0.15,20.0,1.0,19.0,5.0,2,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
6,5033,藤原 孝斗,B1,0.19,4.16,3.67,44.44,35.29,藤原 孝斗,52.8,6.59,0.0,0.18,20.0,1.0,19.0,5.0,4,20260607,03,江戸川,7,20260607_03_7,1-5-2,1440
1,5074,大澤 誠也,B1,0.17,4.46,4.54,40.0,37.5,大澤 誠也,55.0,6.63,0.0,0.14,21.0,1.0,19.0,5.0,1,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
2,3503,堂原 洋史,B1,0.16,3.73,4.91,13.33,21.43,堂原 洋史,52.0,6.64,0.5,0.06,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
3,3370,坪内 実,B1,0.18,3.78,4.76,62.5,35.71,坪内 実,52.8,6.61,0.5,0.19,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
4,3911,鈴木 猛,A2,0.16,5.4,5.33,42.86,35.29,鈴木 猛,53.7,6.54,0.0,0.21,21.0,1.0,19.0,5.0,2,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
5,3300,川崎 智幸,A1,0.15,6.02,5.9,66.67,42.86,川崎 智幸,53.7,6.63,0.0,0.38,21.0,1.0,19.0,5.0,3,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
6,5441,鈴木 雄登,B2,0.0,3.88,0.0,31.25,31.25,鈴木 雄登,49.0,6.61,0.0,0.13,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,8,20260607_03_8,1-4-5,1370
1,4095,福来 剛,A1,0.13,7.13,7.07,44.44,16.67,福来 剛,52.0,6.52,0.5,0.11,21.0,1.0,19.0,5.0,1,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
2,3869,井芹 大志,B1,0.17,3.82,4.47,25.0,22.22,井芹 大志,55.1,6.71,0.0,0.14,21.0,1.0,19.0,5.0,2,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
3,4232,笠 雅雄,B1,0.2,6.0,4.57,44.44,29.41,笠 雅雄,52.5,6.59,0.0,0.02,21.0,1.0,19.0,5.0,3,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
4,4449,中嶋 達也,B1,0.16,3.62,0.0,11.76,16.67,中嶋 達也,52.8,6.55,0.5,0.01,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
5,3951,石川 吉鎬,A2,0.18,5.23,6.83,0.0,40.0,石川 吉鎬,56.5,6.77,0.0,0.12,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
6,5419,櫻井 隼,B2,0.22,1.98,2.36,28.57,22.22,櫻井 隼,52.0,6.78,0.0,0.04,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,9,20260607_03_9,1-2-3,1480
1,4623,中北 将史,B1,0.14,4.67,3.81,42.86,55.56,中北 将史,53.0,6.56,0.5,0.16,21.0,1.0,19.0,5.0,1,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
2,3655,本橋 克洋,A2,0.17,5.29,6.37,62.5,41.18,本橋 克洋,53.4,6.57,0.0,0.13,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
3,5245,倉富 大誠,B1,0.17,4.74,3.89,53.33,14.29,倉富 大誠,52.0,6.7,0.0,0.1,21.0,1.0,19.0,5.0,2,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
4,4257,古川 健,B1,0.16,4.25,4.9,61.54,22.22,古川 健,52.0,6.54,0.5,-0.03,21.0,1.0,19.0,5.0,3,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
5,4679,植田 太一,A1,0.16,5.64,5.58,50.0,41.18,植田 太一,58.4,6.6,0.0,0.05,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
6,4846,佐藤 駿介,B1,0.17,4.32,3.31,44.44,31.25,佐藤 駿介,52.0,6.59,0.0,0.14,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,10,20260607_03_10,1-3-4,3250
1,3482,金子 猛志,A2,0.16,5.08,5.54,40.0,47.06,金子 猛志,58.5,6.65,0.5,0.19,21.0,1.0,19.0,5.0,2,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
2,4656,大崎 翔,B1,0.14,5.4,5.65,45.45,70.0,大崎 翔,54.5,6.6,0.0,0.1,21.0,1.0,19.0,5.0,1,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
3,5047,國分 将太郎,B1,0.2,5.63,6.0,22.22,25.0,國分 将太郎,53.9,6.63,0.0,0.04,21.0,1.0,19.0,5.0,3,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
4,5075,中島 秀治,A2,0.17,5.98,6.36,21.43,22.22,中島 秀治,52.0,6.74,0.0,0.08,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
5,4821,妻鳥 晋也,B1,0.18,5.11,5.86,33.33,33.33,妻鳥 晋也,55.4,6.65,0.5,0.06,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
6,5343,小林 礼央,B1,0.19,3.67,4.6,44.44,76.47,小林 礼央,52.0,6.68,0.0,0.05,21.0,1.0,19.0,5.0,4,20260607,03,江戸川,11,20260607_03_11,2-1-3,2250
1,3874,山本 寛久,A1,0.15,6.34,6.43,8.33,41.18,山本 寛久,52.0,6.66,0.0,0.19,20.0,1.0,19.0,5.0,1,20260607,03,江戸川,12,20260607_03_12,1-2-5,2210
